trans_glass,trans_Mirror,trans_OOS,trans_all,trans_G_M,trans_Floor,trans_FU,trans_All_Floor
0.7285481291895147,0.8809148379074488,0.7147096361042556,0.7733999127938112,0.770778560743459,0.8919845974640871,0.3438920104967326,0.9066593781534411
0.7634110447385956,0.880580698873032,0.740140267915318,0.7937612057301875,0.8004474064220185,0.9080956653989052,0.3772746332733232,0.92174868959547
0.7681481112819875,0.9057610979184583,0.6802981307461816,0.8077297141220166,0.8099149009818928,0.9069161769545038,0.4018951997348719,0.9217620367576574
0.7611723730925117,0.884993683589591,0.7301933182179773,0.771258896982122,0.7784627942216555,0.8951571261407337,0.3679903909442707,0.9091986089913541
0.7734607498754896,0.8850484847553425,0.6723779117876151,0.805133979230409,0.804553556588998,0.9134870528800721,0.3807865775895845,0.9265133604488471
0.75791719756865,0.8209164747574641,0.6935644510673203,0.7879988113784956,0.7876513064622164,0.9034749584667838,0.33867012593964474,0.918099010476768
0.7605279490028816,0.8851966258679397,0.7495435622032167,0.7971801634571799,0.7964875648199544,0.9051383806754221,0.37073475322211286,0.9183126974208856
0.7647191896163659,0.6155795966095091,0.6083849415312407,0.7961918157729779,0.7981267941186824,0.9029264220878976,0.3698966505430226,0.9158965642859376
0.7759596291488453,0.8876041409138536,0.7104527967824035,0.8062385031990129,0.8064909918950016,0.9108332472712951,0.3871379090716905,0.924365175377766
0.7717751207940783,0.8240663219995842,0.6407624453252679,0.7978630963912933,0.8009692769478229,0.911805203565995,0.378813556696318,0.9250801100051405
0.7867259110147449,0.9097275684300288,0.716585236085255,0.813480416312268,0.8124298247985582,0.9141502385957994,0.38590447894271424,0.9289721258414825
0.7534762739603206,0.8701859782418991,0.7306694979008739,0.7905082807228477,0.791468179291698,0.9087114910392895,0.3852249128766251,0.9224093551004724
0.7917616657056277,0.8906287536546781,0.7122589896733688,0.8053567004086153,0.8127083937574628,0.9114067551562247,0.3845731592798731,0.9266553764466415
0.7729289859010241,0.8685938449646432,0.7067755559115402,0.8046875790962755,0.8051128226417668,0.9145063740203551,0.3897064541233271,0.9293584969623154
0.7783217082733329,0.8481738733679887,0.6667292369977944,0.813483333176875,0.8145399796835755,0.9183123564877773,0.3835703181266313,0.9321297727945859
0.7611708551535326,0.8716615427228445,0.6757310929060522,0.7963535313170136,0.7971235025603858,0.9151685288744684,0.3997870141416522,0.9307456135384937
0.7830254763057084,0.8876182723062678,0.7210169744743068,0.8126158615050764,0.815485431277621,0.9184793292985177,0.4004368523440308,0.9324043080752275
0.7278146630003357,0.8819884310966953,0.6947468252081499,0.7472409677650731,0.7527498015770847,0.8924028243199426,0.2990346121643451,0.9045623317866397
0.7872415189105291,0.8940650654131551,0.7297331633113857,0.8144396952063766,0.8157972708739947,0.9167101968583516,0.3999496097831727,0.9287649460079137
0.7885592680861576,0.8823181652534373,0.687306939792823,0.8139616558810707,0.8157649007104881,0.9195610946536216,0.38892443486109013,0.9330546674272289
0.7902945442344318,0.8352072669080745,0.7338386993239152,0.8194969647649599,0.8223019041472969,0.9164122611312118,0.395626981925121,0.9315463623454618
0.7779249296760781,0.8587163449334725,0.7109652596673911,0.8144673710712728,0.8134429966828499,0.9171396049749552,0.3875900287771775,0.9289014261096695
0.7779269999933807,0.8486526660875009,0.7142622768224933,0.8129111920069003,0.81810444143845,0.9148514842857371,0.38390216631493734,0.9273388873888219
0.7793513984266169,0.8499795978483068,0.6963086276968083,0.8103593649330264,0.8158881569753764,0.9153908865566741,0.3821379078291455,0.9274648109648854
0.7788889986353549,0.8608461794242469,0.6828507027464996,0.8123071407525532,0.8156309810385408,0.9147039728138467,0.3811911922662124,0.9291720144506763
