trans_glass,trans_Mirror,trans_OOS,trans_all,trans_G_M,trans_Floor,trans_FU,trans_All_Floor
0.7561272225799509,0.8946894565899106,0.7782799057062842,0.8198101466614984,0.8060584197284869,0.9084710575444972,0.310317565087087,0.9156726123727402
0.7803657270336944,0.9016196958632197,0.8143617361334271,0.8320982008068072,0.8235379712339209,0.9243658793203443,0.329579672886349,0.9315637690137958
0.789172226180854,0.9201656234991445,0.742153916206125,0.8544672358591375,0.842140515242093,0.9282127970821951,0.3684443201852395,0.9363556079584204
0.7728205170175932,0.8962493471328186,0.7875211710097059,0.8043925448203395,0.796251475997829,0.9138341921502398,0.33394976514214525,0.9207864517916473
0.7923682290065087,0.9005552089428082,0.7387793249164776,0.8492110237212549,0.833428970364783,0.9308355111039885,0.344610056064124,0.9384137960629669
0.7739456366418778,0.8485841805712961,0.7406547906777476,0.8302790586252481,0.8147806248301721,0.921766785472953,0.2892629678609056,0.9290829837198378
0.7892815993693353,0.9008646132900455,0.8198087934291126,0.8386990071791656,0.828037995600562,0.9235640007784585,0.33990595690098213,0.9291632480361349
0.7764350910621342,0.6160981047741905,0.6941812854865969,0.8387842519908805,0.8287607501423927,0.9192664124300846,0.34315101114242985,0.9258370921173027
0.8000492523476705,0.9002000281397154,0.7785289194266802,0.8466307010535654,0.8333712948044688,0.9269230107548886,0.3545778024753852,0.9334676579331121
0.7854563224810447,0.8361209195143541,0.6940377325133489,0.8412380606889683,0.826439938663859,0.9267688573145263,0.34845878542142755,0.9332834003735326
0.8045781259618529,0.9248979062049473,0.7837319668127779,0.8507482492415523,0.834744864282577,0.9341773766959549,0.3527459583192387,0.940795304856286
0.772070250347894,0.88739809874871,0.7908674661302876,0.8358372923121279,0.8219437620185952,0.9237736645496684,0.3397488781242563,0.9312866321415971
0.817334059882617,0.9075011269410908,0.7858874516834996,0.8442721445934974,0.8404666516049173,0.9291423707445425,0.35183861236287556,0.9364319929077458
0.7985568493664571,0.8775178514772521,0.7773316117984214,0.848405730390378,0.8340267498755818,0.9346727264341318,0.3700886137340531,0.941568855418716
0.7940424232157177,0.8588170489121915,0.7202024260871431,0.8507427242506709,0.8393734091338645,0.9343299380773354,0.3479609424878401,0.9413780390815536
0.7853705993647693,0.8862918062444822,0.7540124543448767,0.8403120262775641,0.8313335968226195,0.9300792108502098,0.3685309789435409,0.937618787782656
0.8063159152501158,0.9074214339348814,0.7797165792496967,0.8527793247534934,0.8421892484741307,0.9344280129414391,0.3711468956411038,0.9420876507655837
0.7478609559803995,0.8947967870605754,0.7488704471947253,0.7898361649630343,0.779598340515785,0.9101251197388213,0.2759260967333667,0.9158343439921539
0.8076651162650611,0.9111695462599809,0.7992705744680239,0.851223493747955,0.8402438459715985,0.9306610662094945,0.37285577514789586,0.936357535630102
0.8109429163838207,0.903060406952701,0.7547210240846611,0.8545738772923877,0.8431893604320377,0.9367215221656701,0.3527733297031708,0.9440070242308539
0.809777120152863,0.8512344413152033,0.8074926543325598,0.8627654083364099,0.8515494492994049,0.9347110200186124,0.3695955349733297,0.9420587640884798
0.7995968215289517,0.8719415534408904,0.7854845321195816,0.8544214592633191,0.839904356043685,0.9331733783685915,0.3703893634802696,0.938817243937048
0.7980193026071009,0.8653942570964444,0.7940666606360046,0.8575153153726017,0.848084357498735,0.9298770908059125,0.3573956611972668,0.9375456556178895
0.8012505145913703,0.8645110988460822,0.7601953117559321,0.8511260484078398,0.8430111038251168,0.9337699419293153,0.35630735380473055,0.9388607592818853
0.795659537803497,0.8876219030769912,0.7434399172388739,0.8514500535993454,0.8404205939210353,0.9314024683714892,0.3577096617369343,0.9387831493285371
